Index,Player,Tm,Year,Pos,PTS,FG,3P,2P,FT,TRB,AST,TOV,STL,BLK
21885,Tyler Hansbrough,IND,2013,PF,568,176,0,176,216,373,36,78,29,18
21886,James Harden,HOU,2013,SG,2023,585,179,406,674,379,455,295,142,38
21887,Maurice Harkless,ORL,2013,SF,625,260,32,228,73,335,50,69,88,62
21888,Josh Harrellson,MIA,2013,C,10,4,1,3,1,7,0,3,1,1
21889,Al Harrington,ORL,2013,C,51,20,8,12,3,27,10,7,4,1
21890,Devin Harris,ATL,2013,SG,577,194,77,117,112,116,197,88,64,13
21891,Terrel Harris,TOT,2013,SG,15,4,0,4,7,26,9,17,2,3
21892,Terrel Harris,MIA,2013,SG,10,2,0,2,6,9,2,4,0,0
21893,Terrel Harris,NOH,2013,SG,5,2,0,2,1,17,7,13,2,3
21894,Tobias Harris,TOT,2013,SF-PF,603,233,34,199,103,287,69,66,32,44
21895,Tobias Harris,MIL,2013,SF,136,53,7,46,23,57,13,18,8,7
21896,Tobias Harris,ORL,2013,PF,467,180,27,153,80,230,56,48,24,37
21897,Udonis Haslem,MIA,2013,PF,290,129,0,129,32,404,38,45,30,15
21898,Spencer Hawes,PHI,2013,C,905,376,31,345,122,590,183,131,24,113
21899,Chuck Hayes,SAC,2013,C,198,84,0,84,30,299,112,44,31,18
21900,Gordon Hayward,UTA,2013,SF,1017,336,102,234,243,225,213,120,58,38
21901,Lazar Hayward,MIN,2013,SF,10,2,0,2,6,4,3,0,2,0
21902,Brendan Haywood,CHA,2013,C,216,93,0,93,30,290,29,50,16,49
21903,Gerald Henderson,CHA,2013,SG,1055,382,33,349,258,250,177,108,68,34
21904,Xavier Henry,NOH,2013,SF,194,66,4,62,58,90,13,31,16,5
21905,John Henson,MIL,2013,PF,380,162,0,162,56,297,31,47,19,42
21906,Roy Hibbert,IND,2013,C,937,385,1,384,166,656,113,162,39,206
21907,J.J. Hickson,POR,2013,C,1018,418,0,418,182,828,88,145,48,51
21908,Cory Higgins,CHA,2013,SG,14,6,1,5,1,3,5,0,3,0
21909,Nene Hilario,WAS,2013,PF,766,285,0,285,196,407,177,139,55,37
21910,George Hill,IND,2013,PG,1076,386,130,256,174,284,355,116,81,26
21911,Grant Hill,LAC,2013,SF,93,38,3,35,14,49,26,25,11,7
21912,Jordan Hill,LAL,2013,PF,194,77,0,77,40,166,13,26,8,19
21913,Kirk Hinrich,CHI,2013,PG,459,159,71,88,70,158,314,99,63,25
21914,Jrue Holiday,PHI,2013,PG,1383,555,91,464,182,329,625,292,123,32
21915,Justin Holiday,PHI,2013,SG,42,16,4,12,6,14,15,9,3,6
21916,Ryan Hollins,LAC,2013,C,206,70,0,70,66,139,11,44,6,34
21917,Tyler Honeycutt,SAC,2013,SF,8,3,0,3,2,10,2,5,0,1
21918,Al Horford,ATL,2013,C,1289,576,3,573,134,757,240,147,78,78
21919,Dwight Howard,LAL,2013,C,1296,470,1,469,355,945,108,225,84,186
21920,Josh Howard,MIN,2013,SF,74,31,5,26,7,36,4,10,10,3
21921,Juwan Howard,MIA,2013,PF,21,10,0,10,1,8,6,4,0,0
21922,Kris Humphries,BRK,2013,PF,375,139,0,139,97,365,32,57,16,33
21923,Serge Ibaka,OKC,2013,PF,1055,446,20,426,143,617,43,125,28,242
21924,Andre Iguodala,DEN,2013,SG,1038,396,91,305,155,423,433,206,139,52
21925,Ersan Ilyasova,MIL,2013,PF,962,371,95,276,125,520,117,75,68,36
21926,Kyrie Irving,CLE,2013,PG,1325,484,109,375,248,216,350,191,89,21
21927,Royal Ivey,PHI,2013,SG,170,62,37,25,9,57,32,20,23,3
21928,Jarrett Jack,GSW,2013,SG,1023,387,82,305,167,243,439,157,60,11
21929,Reggie Jackson,OKC,2013,PG,374,149,24,125,52,166,122,53,29,13
21930,Stephen Jackson,SAS,2013,SF,341,123,46,77,49,155,80,77,37,14
21931,Bernard James,DAL,2013,C,131,53,0,53,25,131,6,18,12,38
21932,Damion James,BRK,2013,SF,0,0,0,0,0,1,0,0,0,0
21933,LeBron James,MIA,2013,PF,2036,765,103,662,403,610,551,226,129,67
21934,Mike James,DAL,2013,PG,273,101,48,53,23,72,139,55,26,3
21935,Antawn Jamison,LAL,2013,PF,712,267,84,183,94,362,50,53,30,22
21936,Al Jefferson,UTA,2013,C,1391,611,2,609,167,720,164,105,80,89
21937,Richard Jefferson,GSW,2013,SF,176,62,14,48,38,84,31,23,14,7
21938,Jared Jeffries,POR,2013,PF,44,16,0,16,12,60,14,17,6,6
21939,Charles Jenkins,TOT,2013,SG-PG,111,49,1,48,12,32,44,21,15,2
21940,Charles Jenkins,GSW,2013,SG,81,35,1,34,10,21,28,19,9,1
21941,Charles Jenkins,PHI,2013,PG,30,14,0,14,2,11,16,2,6,1
21942,John Jenkins,ATL,2013,SG,374,131,53,78,59,94,56,40,12,10
21943,Brandon Jennings,MIL,2013,PG,1397,497,173,324,230,246,521,203,125,10
21944,Jonas Jerebko,DET,2013,PF,377,142,25,117,68,185,43,42,38,8
21945,Amir Johnson,TOR,2013,PF,813,336,5,331,136,611,122,117,81,110
21946,Chris Johnson,MIN,2013,C,117,48,0,48,21,60,8,13,7,28
21947,Chris Johnson,MEM,2013,SF,29,11,6,5,1,11,2,3,4,0
21948,Ivan Johnson,ATL,2013,PF,452,185,1,184,81,266,46,71,56,14
21949,James Johnson,SAC,2013,SF,276,117,2,115,40,145,58,68,41,50
21950,Joe Johnson,BRK,2013,SG,1170,445,148,297,132,218,253,123,49,14
21951,Orlando Johnson,IND,2013,SG,203,72,36,36,23,110,47,29,11,9
21952,Wesley Johnson,PHO,2013,SF,399,161,50,111,27,123,34,48,22,18
21953,Darius Johnson-Odom,LAL,2013,SG,0,0,0,0,0,4,1,0,0,0
21954,Dahntay Jones,TOT,2013,SF,262,82,11,71,87,101,48,38,22,6
21955,Dahntay Jones,DAL,2013,SF,174,50,8,42,66,70,28,22,10,5
21956,Dahntay Jones,ATL,2013,SF,88,32,3,29,21,31,20,16,12,1
21957,DeQuan Jones,ORL,2013,SF,233,95,9,86,34,105,16,30,19,22
21958,Dominique Jones,DAL,2013,PG,116,40,1,39,35,45,83,38,14,2
21959,James Jones,MIA,2013,SF,60,21,16,5,2,22,13,3,2,6
21960,Kevin Jones,CLE,2013,PF,95,43,0,43,9,78,10,8,9,5
21961,Perry Jones,OKC,2013,SF,88,39,0,39,10,62,10,15,5,6
21962,Solomon Jones,NYK,2013,PF,0,0,0,0,0,3,0,3,0,1
21963,Terrence Jones,HOU,2013,PF,104,43,5,38,13,65,15,13,12,19
21964,DeAndre Jordan,LAC,2013,C,724,314,0,314,96,594,28,100,48,112
21965,Cory Joseph,SAS,2013,PG,126,51,6,45,18,52,53,21,15,4
21966,Kris Joseph,TOT,2013,SF,9,2,0,2,5,7,1,2,3,0
21967,Kris Joseph,BOS,2013,SF,7,2,0,2,3,5,1,2,0,0
21968,Kris Joseph,BRK,2013,SF,2,0,0,0,2,2,0,0,3,0
21969,Chris Kaman,DAL,2013,C,693,313,0,313,67,372,51,103,29,52
21970,Enes Kanter,UTA,2013,C,506,206,1,205,93,304,31,101,28,32
21971,Jason Kidd,NYK,2013,SG,458,152,114,38,40,323,249,76,125,25
21972,Michael Kidd-Gilchrist,CHA,2013,SF,704,281,2,279,140,455,117,101,54,70
21973,Andrei Kirilenko,MIN,2013,SF,791,284,35,249,188,362,177,119,96,62
21974,Linas Kleiza,TOR,2013,SF,148,48,20,28,32,52,16,14,4,2
21975,Brandon Knight,DET,2013,PG,999,357,120,237,165,247,303,205,58,8
21976,Kyle Korver,ATL,2013,SF,810,277,189,88,67,293,146,70,70,37
21977,Kosta Koufos,DEN,2013,C,648,295,0,295,58,562,32,53,44,103
21978,Viacheslav Kravtsov,DET,2013,C,77,33,0,33,11,45,9,14,5,9
21979,Doron Lamb,TOT,2013,SG,154,60,14,46,20,46,32,26,13,0
21980,Doron Lamb,MIL,2013,SG,78,33,4,29,8,17,20,16,7,0
21981,Doron Lamb,ORL,2013,SG,76,27,10,17,12,29,12,10,6,0
21982,Jeremy Lamb,OKC,2013,SF,71,24,9,15,14,18,5,6,2,2
21983,Carl Landry,GSW,2013,PF,874,325,1,324,223,483,65,115,35,31
21984,Ty Lawson,DEN,2013,PG,1216,448,85,363,235,198,501,182,107,8
21985,Courtney Lee,BOS,2013,SG,612,246,58,188,62,190,143,84,89,21
21986,David Lee,GSW,2013,PF,1459,602,0,602,255,886,279,207,67,22
21987,Malcolm Lee,MIN,2013,SG,78,29,8,21,12,39,20,10,12,6
21988,Kawhi Leonard,SAS,2013,SF,689,260,65,195,104,346,93,62,97,32
21989,Meyers Leonard,POR,2013,C,377,151,3,148,72,255,33,49,11,38
21990,Jon Leuer,TOT,2013,PF-C,56,25,0,25,6,37,8,8,6,0
21991,Jon Leuer,CLE,2013,C,22,10,0,10,2,13,5,5,2,0
21992,Jon Leuer,MEM,2013,PF,34,15,0,15,4,24,3,3,4,0
21993,Rashard Lewis,MIA,2013,PF,285,103,51,52,28,121,30,33,21,14
21994,DeAndre Liggins,OKC,2013,SG,58,21,7,14,9,53,15,14,18,3
21995,Damian Lillard,POR,2013,PG,1562,553,185,368,271,257,531,243,74,19
21996,Jeremy Lin,HOU,2013,PG,1095,396,87,309,216,247,497,236,134,29
21997,Shaun Livingston,TOT,2013,PG,417,166,0,166,85,158,215,76,48,31
21998,Shaun Livingston,WAS,2013,PG,63,24,0,24,15,37,38,17,11,2
21999,Shaun Livingston,CLE,2013,PG,354,142,0,142,70,121,177,59,37,29
22000,Brook Lopez,BRK,2013,C,1437,570,0,570,297,512,70,131,33,154
22001,Robin Lopez,NOH,2013,C,929,384,0,384,161,462,64,110,32,128
22002,Kevin Love,MIN,2013,PF,330,105,20,85,100,252,42,39,13,9
22003,Kyle Lowry,TOR,2013,PG,791,250,101,149,190,321,435,157,94,24
22004,John Lucas,TOR,2013,PG,333,129,57,72,18,65,105,26,23,1
22005,Scott Machado,HOU,2013,PG,8,3,0,3,2,1,6,8,2,0
22006,Shelvin Mack,TOT,2013,PG-SG,143,58,18,40,9,40,68,34,15,0
22007,Shelvin Mack,WAS,2013,PG,37,16,4,12,1,16,23,8,6,0
22008,Shelvin Mack,PHI,2013,SG,2,1,0,1,0,0,1,2,0,0
22009,Shelvin Mack,ATL,2013,PG,104,41,14,27,8,24,44,24,9,0
22010,Corey Maggette,DET,2013,SF,95,27,5,22,36,25,19,17,6,2
22011,Ian Mahinmi,IND,2013,C,402,149,0,149,104,311,27,92,39,66
22012,Shawn Marion,DAL,2013,PF,812,355,23,332,79,525,163,103,75,47
22013,Kendall Marshall,PHO,2013,PG,143,56,23,33,8,42,143,57,22,4
22014,Cartier Martin,WAS,2013,SF,270,96,58,38,20,100,20,32,19,6
22015,Kenyon Martin,NYK,2013,C,129,56,0,56,17,95,8,16,16,17
22016,Kevin Martin,OKC,2013,SG,1077,350,158,192,219,178,106,101,72,8
22017,Roger Mason,NOH,2013,SG,369,132,66,66,39,132,74,51,26,11
22018,Wesley Matthews,POR,2013,SG,1022,352,169,183,149,191,174,109,90,18
22019,Jason Maxiell,DET,2013,PF,498,204,0,204,90,409,54,81,32,95
22020,Eric Maynor,TOT,2013,PG-SG,291,106,34,72,45,46,182,79,22,1
22021,Eric Maynor,OKC,2013,PG,104,36,15,21,17,18,73,31,10,0
22022,Eric Maynor,POR,2013,SG,187,70,19,51,28,28,109,48,12,1
22023,O.J. Mayo,DAL,2013,SG,1255,461,142,319,191,291,361,210,93,23
22024,Luc Mbah,MIL,2013,SF,387,151,13,138,72,256,55,70,42,14
22025,JaVale McGee,DEN,2013,C,717,303,1,302,110,381,24,90,30,157
22026,Dominic McGuire,TOT,2013,SF,51,24,0,24,3,78,20,12,13,11
22027,Dominic McGuire,TOR,2013,SF,32,15,0,15,2,48,10,7,5,8
22028,Dominic McGuire,NOH,2013,SF,19,9,0,9,1,28,9,5,8,3
22029,Dominic McGuire,IND,2013,SF,0,0,0,0,0,2,1,0,0,0
22030,Josh McRoberts,TOT,2013,PF,401,156,24,132,65,325,141,66,32,27
22031,Josh McRoberts,ORL,2013,PF,159,60,17,43,22,137,70,28,10,12
22032,Josh McRoberts,CHA,2013,PF,242,96,7,89,43,188,71,38,22,15
22033,Jodie Meeks,LAL,2013,SG,618,205,122,83,86,171,69,52,58,5
22034,Fab Melo,BOS,2013,C,7,3,0,3,1,3,0,1,2,2
22035,Khris Middleton,DET,2013,SG,165,62,14,48,27,50,28,11,15,4
22036,C.J. Miles,CLE,2013,SF,729,255,126,129,93,174,63,69,49,17
22037,Darko Milicic,BOS,2013,C,0,0,0,0,0,1,0,2,0,0
22038,Andre Miller,DEN,2013,PG,786,303,17,286,163,238,484,172,73,11
22039,Darius Miller,NOH,2013,SF,118,44,22,22,8,78,44,23,17,12
22040,Mike Miller,MIA,2013,SF,281,100,73,27,8,157,99,35,21,4
22041,Quincy Miller,DEN,2013,PF,9,4,0,4,1,2,3,1,1,0
22042,Patty Mills,SAS,2013,PG,294,113,52,61,16,50,62,39,26,4
22043,Paul Millsap,UTA,2013,PF,1135,429,13,416,264,554,201,138,102,80
22044,Nazr Mohammed,CHI,2013,C,166,66,0,66,34,195,26,24,21,32
22045,Greg Monroe,DET,2013,C,1298,514,0,514,270,777,281,234,105,55
22046,E'Twaun Moore,ORL,2013,SG,588,237,67,170,47,167,206,105,51,23
22047,Darius Morris,LAL,2013,PG,194,73,24,49,24,57,76,45,21,2
22048,Marcus Morris,TOT,2013,PF-SF,596,222,86,136,66,277,62,77,45,20
22049,Marcus Morris,HOU,2013,PF,465,171,74,97,49,219,47,53,27,16
22050,Marcus Morris,PHO,2013,SF,131,51,12,39,17,58,15,24,18,4
22051,Markieff Morris,PHO,2013,PF,670,266,45,221,93,396,108,104,77,64
22052,Anthony Morrow,TOT,2013,SG,164,64,16,48,20,30,13,8,13,1
22053,Anthony Morrow,ATL,2013,SG,125,47,15,32,16,26,9,4,12,1
22054,Anthony Morrow,DAL,2013,SG,39,17,1,16,4,4,4,4,1,0
22055,Donatas Motiejunas,HOU,2013,PF,250,97,24,73,32,93,31,37,7,10
22056,Arnett Moultrie,PHI,2013,PF,174,78,0,78,18,145,10,19,17,10
22057,Timofey Mozgov,DEN,2013,C,108,44,0,44,20,107,9,25,6,18
22058,Byron Mullens,CHA,2013,PF,564,217,66,151,64,337,81,74,34,32
22059,Kevin Murphy,UTA,2013,SG,15,7,1,6,0,4,2,3,1,0
22060,Troy Murphy,DAL,2013,PF,65,22,11,11,10,49,7,7,10,6
22061,Steve Nash,LAL,2013,PG,636,236,57,179,107,142,333,126,30,5
22062,Gary Neal,SAS,2013,SG,645,246,89,157,64,143,129,69,30,2
22063,Jameer Nelson,ORL,2013,PG,822,306,121,185,89,209,413,154,71,6
22064,Andrew Nicholson,ORL,2013,PF,587,256,0,256,75,258,44,79,24,32
22065,Joakim Noah,CHI,2013,C,784,303,0,303,178,733,262,176,78,141
22066,Steve Novak,NYK,2013,SF,535,178,149,29,30,152,35,12,28,8
22067,Dirk Nowitzki,DAL,2013,PF,917,343,65,278,166,363,132,70,38,37
22068,Jermaine O'Neal,PHO,2013,C,454,179,0,179,96,293,42,73,19,78
22069,Kyle O'Quinn,ORL,2013,C,232,101,0,101,30,209,52,37,11,26
22070,Lamar Odom,LAC,2013,PF,330,146,18,128,20,480,142,86,69,58
22071,Tim Ohlbrecht,HOU,2013,C,3,1,0,1,1,1,1,4,1,0
22072,Emeka Okafor,WAS,2013,C,765,328,0,328,109,692,93,107,45,77
22073,Daniel Orton,OKC,2013,C,33,12,0,12,9,26,4,4,4,3
22074,Travis Outlaw,SAC,2013,SF,200,74,14,60,38,61,21,19,11,8
22075,Zaza Pachulia,ATL,2013,C,306,114,0,114,78,336,79,70,35,12
22076,Jannero Pargo,TOT,2013,PG,207,78,39,39,12,35,67,41,18,3
22077,Jannero Pargo,WAS,2013,PG,21,8,3,5,2,6,14,8,0,1
22078,Jannero Pargo,ATL,2013,PG,35,13,7,6,2,7,19,5,3,0
22079,Jannero Pargo,CHA,2013,PG,151,57,29,28,8,22,34,28,15,2
22080,Jeremy Pargo,TOT,2013,PG-SG,265,99,25,74,42,49,92,50,13,2
22081,Jeremy Pargo,CLE,2013,PG,196,75,18,57,28,32,64,37,12,2
22082,Jeremy Pargo,PHI,2013,SG,69,24,7,17,14,17,28,13,1,0
22083,Tony Parker,SAS,2013,PG,1341,519,24,495,279,198,499,170,54,6
22084,Chandler Parsons,HOU,2013,SF,1177,456,152,304,113,404,269,147,75,32
22085,Patrick Patterson,TOT,2013,PF,737,319,51,268,48,337,81,61,31,40
22086,Patrick Patterson,HOU,2013,PF,544,236,35,201,37,221,51,42,18,27
22087,Patrick Patterson,SAC,2013,PF,193,83,16,67,11,116,30,19,13,13
22088,Chris Paul,LAC,2013,PG,1186,412,76,336,286,262,678,159,169,10
22089,Sasha Pavlovic,POR,2013,SG,103,42,18,24,1,56,32,14,24,5
22090,Nikola Pekovic,MIN,2013,C,1011,385,0,385,241,545,53,101,43,50
22091,Kendrick Perkins,OKC,2013,C,330,143,0,143,44,466,111,109,43,83
22092,Johan Petro,ATL,2013,C,108,48,1,47,11,112,16,24,10,9
22093,Paul Pierce,BOS,2013,SF,1430,476,145,331,333,487,370,214,84,30
22094,Mickael Pietrus,TOR,2013,SF,100,34,20,14,12,36,9,16,12,6
22095,Dexter Pittman,TOT,2013,C,8,4,0,4,0,12,0,3,0,0
22096,Dexter Pittman,MIA,2013,C,6,3,0,3,0,7,0,2,0,0
22097,Dexter Pittman,MEM,2013,C,2,1,0,1,0,5,0,1,0,0
22098,Miles Plumlee,IND,2013,C,13,5,0,5,3,22,2,3,0,3
22099,Quincy Pondexter,MEM,2013,SF,375,128,60,68,59,132,61,42,35,6
22100,A.J. Price,WAS,2013,PG,441,161,70,91,49,114,205,64,33,3
22101,Ronnie Price,POR,2013,PG,105,39,10,29,17,44,73,34,26,3
22102,Pablo Prigioni,NYK,2013,PG,275,100,53,47,22,143,236,86,69,2
22103,Tayshaun Prince,TOT,2013,SF,852,359,38,321,96,364,196,89,48,25
22104,Tayshaun Prince,DET,2013,SF,527,215,23,192,74,209,111,54,21,13
22105,Tayshaun Prince,MEM,2013,SF,325,144,15,129,22,155,85,35,27,12
22106,Joel Przybilla,MIL,2013,C,2,1,0,1,0,21,4,4,1,2
22107,Chris Quinn,CLE,2013,SG,10,4,0,4,2,2,9,6,3,0
22108,Vladimir Radmanovic,CHI,2013,PF,33,13,5,8,2,28,8,7,8,4
22109,Anthony Randolph,DEN,2013,PF,143,56,0,56,31,95,12,37,19,21
22110,Shavlik Randolph,BOS,2013,PF,67,28,0,28,11,70,4,10,8,7
22111,Zach Randolph,MEM,2013,PF,1169,471,2,469,225,854,108,150,61,31
22112,J.J. Redick,TOT,2013,SG,1100,382,165,217,171,171,296,138,38,9
22113,J.J. Redick,ORL,2013,SG,756,262,117,145,115,119,220,105,29,5
22114,J.J. Redick,MIL,2013,SG,344,120,48,72,56,52,76,33,9,4
22115,Jason Richardson,PHI,2013,SG,347,135,57,78,20,127,51,26,40,15
22116,Quentin Richardson,NYK,2013,SF,5,1,1,0,2,10,1,2,0,0
22117,Luke Ridnour,MIN,2013,SG,939,367,66,301,139,206,311,130,82,15
22118,Austin Rivers,NOH,2013,SG,377,145,28,117,59,109,127,74,26,9
22119,Brian Roberts,NOH,2013,PG,555,213,59,154,70,97,219,71,37,3
22120,Nate Robinson,CHI,2013,PG,1074,399,141,258,135,184,358,144,85,10
22121,Thomas Robinson,TOT,2013,PF,333,138,0,138,57,315,46,88,41,26
22122,Thomas Robinson,SAC,2013,PF,247,103,0,103,41,238,36,65,25,21
22123,Thomas Robinson,HOU,2013,PF,86,35,0,35,16,77,10,23,16,5
22124,Rajon Rondo,BOS,2013,PG,522,225,12,213,60,212,420,148,70,9
22125,Terrence Ross,TOR,2013,SG,467,186,65,121,30,144,53,48,43,14
22126,Brandon Roy,MIN,2013,SG,29,11,0,11,7,14,23,7,3,0
22127,Ricky Rubio,MIN,2013,PG,608,185,27,158,211,229,418,172,137,5
22128,Brandon Rush,GSW,2013,SF,14,6,0,6,2,1,2,3,0,0
22129,Robert Sacre,LAL,2013,C,43,18,0,18,7,34,6,10,0,10
22130,John Salmons,SAC,2013,SF,672,244,99,145,85,207,226,85,51,25
22131,Samardo Samuels,CLE,2013,C,58,22,0,22,14,28,8,6,3,3
22132,Larry Sanders,MIL,2013,C,696,306,0,306,84,672,83,87,53,201
22133,Luis Scola,PHO,2013,PF,1048,432,3,429,181,541,182,126,67,35
22134,Mike Scott,ATL,2013,PF,183,70,0,70,43,110,12,21,4,2
22135,Thabo Sefolosha,OKC,2013,SG,613,224,108,116,57,317,125,64,103,44
22136,Josh Selby,MEM,2013,PG,20,6,1,5,7,5,4,7,2,0
22137,Kevin Seraphin,WAS,2013,C,721,330,0,330,61,346,57,130,24,59
22138,Ramon Sessions,CHA,2013,SG,876,276,33,243,291,169,230,104,48,7
22139,Tornike Shengelia,BRK,2013,SF,30,10,1,9,9,23,3,11,3,1
22140,Iman Shumpert,NYK,2013,SG,305,109,51,58,36,136,75,37,43,7
22141,Alexey Shved,MIN,2013,SG,665,236,85,151,108,175,286,147,54,27
22142,Henry Sims,NOH,2013,C,4,2,0,2,0,2,0,1,0,0
22143,Kyle Singler,DET,2013,SF,720,275,70,205,100,330,77,98,57,37
22144,Chris Singleton,WAS,2013,PF,231,92,7,85,40,184,37,45,38,24
22145,Donald Sloan,TOT,2013,SG-PG,81,27,7,20,20,28,38,14,5,0
22146,Donald Sloan,CLE,2013,SG,81,27,7,20,20,28,37,13,5,0
22147,Donald Sloan,NOH,2013,PG,0,0,0,0,0,0,1,1,0,0
22148,Greg Smith,HOU,2013,C,421,170,0,170,81,321,25,41,18,40
22149,Ish Smith,TOT,2013,PG,123,56,8,48,3,61,87,37,21,9
22150,Ish Smith,ORL,2013,PG,85,39,4,35,3,46,57,27,13,6
22151,Ish Smith,MIL,2013,PG,38,17,4,13,0,15,30,10,8,3
22152,J.R. Smith,NYK,2013,SG,1446,527,155,372,237,425,218,134,100,24
22153,Jason Smith,NOH,2013,C,420,167,0,167,86,186,34,55,15,45
22154,Josh Smith,ATL,2013,PF,1327,550,61,489,166,639,321,226,94,136
22155,Nolan Smith,POR,2013,PG,110,42,6,36,20,27,35,29,7,1
22156,Marreese Speights,TOT,2013,C,658,260,3,257,135,386,47,80,24,53
22157,Marreese Speights,MEM,2013,C,262,106,2,104,48,189,18,35,10,27
22158,Marreese Speights,CLE,2013,C,396,154,1,153,87,197,29,45,14,26
22159,Tiago Splitter,SAS,2013,PF,838,315,0,315,208,515,130,100,63,64
22160,Jerry Stackhouse,BRK,2013,SF,182,66,30,36,20,33,35,24,7,4
22161,Lance Stephenson,IND,2013,SG,687,275,62,213,75,304,223,109,81,16
22162,DeShawn Stevenson,ATL,2013,SG,284,98,76,22,12,122,52,23,29,6
22163,Greg Stiemsma,MIN,2013,C,307,127,0,127,53,261,30,59,44,90
22164,Julyan Stone,DEN,2013,PG,7,2,0,2,3,3,2,2,1,0
22165,Amar'e Stoudemire,NYK,2013,PF,413,154,0,154,105,145,13,50,10,21
22166,Rodney Stuckey,DET,2013,SG,876,304,55,249,213,212,270,134,51,17
22167,Jared Sullinger,BOS,2013,PF,270,111,1,110,47,264,35,29,22,22
22168,DaJuan Summers,LAC,2013,PF,2,1,0,1,0,2,1,0,0,0
22169,Jeffery Taylor,CHA,2013,SF,472,172,53,119,75,150,63,48,47,15
22170,Tyshawn Taylor,BRK,2013,PG,85,32,6,26,15,18,21,25,13,0
22171,Jeff Teague,ATL,2013,PG,1166,439,89,350,199,180,579,230,117,28
22172,Marquis Teague,CHI,2013,PG,99,43,4,39,9,44,63,35,9,7
22173,Mirza Teletovic,BRK,2013,PF,188,71,37,34,9,95,23,20,13,8
22174,Sebastian Telfair,TOT,2013,PG,331,112,53,59,54,84,153,64,37,11
22175,Sebastian Telfair,PHO,2013,PG,275,94,43,51,44,68,114,53,28,10
22176,Sebastian Telfair,TOR,2013,PG,56,18,10,8,10,16,39,11,9,1
22177,Garrett Temple,WAS,2013,SG,262,105,26,79,26,123,115,61,50,17
22178,Jason Terry,BOS,2013,SG,799,281,123,158,114,159,198,102,66,11
22179,Hasheem Thabeet,OKC,2013,C,160,64,0,64,32,195,11,41,30,60
22180,Isaiah Thomas,SAC,2013,PG,1100,366,115,251,253,161,316,140,67,3
22181,Kurt Thomas,NYK,2013,PF,97,45,1,44,6,89,21,8,10,16
22182,Lance Thomas,NOH,2013,SF,149,53,0,53,43,115,17,14,11,7
22183,Malcolm Thomas,TOT,2013,PF,15,5,0,5,5,16,4,3,2,2
22184,Malcolm Thomas,GSW,2013,PF,3,0,0,0,3,5,2,1,0,1
22185,Malcolm Thomas,CHI,2013,PF,12,5,0,5,2,11,2,2,2,1
22186,Tyrus Thomas,CHA,2013,PF,125,48,3,45,26,60,19,17,14,15
22187,Jason Thompson,SAC,2013,PF,891,374,0,374,143,549,84,101,48,61
22188,Klay Thompson,GSW,2013,SG,1359,508,211,297,132,306,183,157,86,45
22189,Tristan Thompson,CLE,2013,PF,957,390,0,390,177,773,108,123,60,71
22190,Marcus Thornton,SAC,2013,SG,916,332,141,191,111,181,91,68,61,4
22191,Jamaal Tinsley,UTA,2013,PG,229,86,39,47,18,115,290,106,64,14
22192,Anthony Tolliver,ATL,2013,SF,253,82,45,37,44,155,32,36,15,12
22193,P.J. Tucker,PHO,2013,SG,506,210,22,188,64,350,109,67,62,19
22194,Ronny Turiaf,LAC,2013,C,121,49,0,49,23,152,35,29,19,35
22195,Hedo Turkoglu,ORL,2013,SF,32,14,1,13,3,26,23,12,7,1
22196,Evan Turner,PHI,2013,SF,1094,441,58,383,154,517,354,187,71,17
22197,Jeremy Tyler,TOT,2013,C,22,9,0,9,4,20,1,6,1,2
22198,Jeremy Tyler,GSW,2013,C,22,9,0,9,4,17,1,6,1,2
22199,Jeremy Tyler,ATL,2013,C,0,0,0,0,0,3,0,0,0,0
22200,Ekpe Udoh,MIL,2013,C,323,117,0,117,89,251,43,43,39,85
22201,Beno Udrih,TOT,2013,SG-PG,538,210,34,176,84,141,302,108,41,3
22202,Beno Udrih,MIL,2013,SG,263,113,13,100,24,78,138,53,16,2
22203,Beno Udrih,ORL,2013,PG,275,97,21,76,60,63,164,55,25,1
22204,Jonas Valanciunas,TOR,2013,C,554,204,0,204,146,372,45,94,17,78
22205,Anderson Varejao,CLE,2013,C,353,138,0,138,77,361,84,44,37,14
22206,Jarvis Varnado,TOT,2013,PF,8,3,0,3,2,9,3,6,1,2
22207,Jarvis Varnado,BOS,2013,PF,6,2,0,2,2,3,1,1,1,0
22208,Jarvis Varnado,MIA,2013,PF,2,1,0,1,0,6,2,5,0,2
22209,Greivis Vasquez,NOH,2013,PG,1083,438,83,355,124,337,704,247,66,6
22210,Jan Vesely,WAS,2013,PF,126,57,0,57,12,122,28,27,15,17
22211,Charlie Villanueva,DET,2013,PF,467,175,90,85,27,241,54,39,31,39
22212,Nikola Vucevic,ORL,2013,C,1008,461,0,461,86,917,143,141,61,79
22213,Dwyane Wade,MIA,2013,SG,1463,569,17,552,308,344,352,194,128,56
22214,Dion Waiters,CLE,2013,SG,894,336,63,273,159,149,183,121,59,16
22215,Kemba Walker,CHA,2013,PG,1455,526,107,419,296,283,471,200,160,31
22216,John Wall,WAS,2013,PG,906,324,12,312,246,196,373,157,65,37
22217,Gerald Wallace,BRK,2013,SF,531,182,46,136,121,319,181,110,97,46
22218,Rasheed Wallace,NYK,2013,C,146,55,22,33,14,83,6,10,13,15
22219,Luke Walton,CLE,2013,PF,172,71,20,51,10,145,166,60,42,13
